"","SAMPLE_ID","GENUS","GENUS_NAME","CVM_NUMBER","GROWTH","SPECIES","SEROTYPE","ANTIGENIC_FORMULA","ISOLATE_ID","RECEIVED_DATE","PLATE","STATE","Month","Year","MEAT_TYPE","CUTS","SELLBY_DATE","ACQUISITION_DATE","COMPLETED_BY","ORGANIC_IND","ANTIBIOTIC_IND","COUNTRY_OF_ORIGIN","AGENCY","SOURCE","HOST_SPECIES","SOURCE_SPECIES_INFO","AMC.Sign","AMC","AMC.SIR","AMI.Sign","AMI","AMI.SIR","AMP.Sign","AMP","AMP.SIR","ATM.Sign","ATM","ATM.SIR","AXO.Sign","AXO","AXO.SIR","AZI.Sign","AZI","AZI.SIR","BAC.Sign","BAC","BAC.SIR","CAZ.Sign","CAZ","CAZ.SIR","CCV.Sign","CCV","CCV.SIR","CEP.Sign","CEP","CEP.SIR","CEQ.Sign","CEQ","CEQ.SIR","CHL.Sign","CHL","CHL.SIR","CIP.Sign","CIP","CIP.SIR","CLI.Sign","CLI","CLI.SIR","COT.Sign","COT","COT.SIR","CTC.Sign","CTC","CTC.SIR","CTX.Sign","CTX","CTX.SIR","DAP.Sign","DAP","DAP.SIR","DOX.Sign","DOX","DOX.SIR","ERY.Sign","ERY","ERY.SIR","FEP.Sign","FEP","FEP.SIR","FFN.Sign","FFN","FFN.SIR","FIS.Sign","FIS","FIS.SIR","FLA.Sign","FLA","FLA.SIR","FOX.Sign","FOX","FOX.SIR","GEN.Sign","GEN","GEN.SIR","IMI.Sign","IMI","IMI.SIR","KAN.Sign","KAN","KAN.SIR","LIN.Sign","LIN","LIN.SIR","LZD.Sign","LZD","LZD.SIR","MER.Sign","MER","MER.SIR","NAL.Sign","NAL","NAL.SIR","NIT.Sign","NIT","NIT.SIR","PEN.Sign","PEN","PEN.SIR","PTZ.Sign","PTZ","PTZ.SIR","QDA.Sign","QDA","QDA.SIR","SAL.Sign","SAL","SAL.SIR","SMX.Sign","SMX","SMX.SIR","STR.Sign","Str","STR.SIR","TEL.Sign","TEL","TEL.SIR","TET.Sign","TET","TET.SIR","TGC.Sign","TGC","TGC.SIR","TIO.Sign","TIO","TIO.SIR","TYL.Sign","TYL","TYL.SIR","VAN.Sign","VAN","VAN.SIR","APR.Sign","APR","DAN.Sign","DAN","DIF.Sign","DIF","EFX.Sign","EFX","GAT.Sign","GAT","LVX.Sign","LVX","MAR.Sign","MAR","OBX.Sign","OBX","TIC.Sign","TIC","GENOTYPE","ACCESSION_NUMBER","Aminoglycoside.Resist.Genes","Beta.lactam.Resist.Genes","Glycopeptide.Resist.Genes","Macrolide.Resist.Genes","QAC.Resist.Genes","Quinolone.Resist.Genes","Sulfonamide.Resist.Genes","Tetracycline.Resist.Genes","Trimethoprim.Resist.Genes","Phenicol.Resist.Genes","Other.Classes.Resist.Genes","cefres"
"15421","11MN01GT08","S","Salmonella","N29335","YES","","Hadar","","11MN01GT08-S","4/14/11","CMV2AGNF","MN",1,2011,"GT","","2/3/11","1/31/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",16,"I","",NA,"",">",32,"R","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",2,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15424","11MN02CB04","S","Salmonella","N29336","YES","","Kentucky","","11MN02CB04-S","4/14/11","CMV2AGNF","MN",2,2011,"CB","","2/15/11","2/7/11","","NO","NO","","FDA","Retail Chickens","Chickens","",">",32,"R","",NA,"",">",32,"R","=",8,"I","=",16,"R","=",4,"S","",NA,"","=",32,"R","=",16,NA,"",NA,"","=",1,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","=",16,NA,"=",16,"R","",NA,"","",NA,"","",NA,"","=",0.25,"S","",NA,"","=",32,"S","",NA,"","=",32,"R","=",0.5,"S","=",0.25,"S","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","=",8,"S","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"",">",8,"R","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"R"
"15426","11MN02GT03","S","Salmonella","N29337","YES","","Typhimurium","","11MN02GT03-S","4/14/11","CMV2AGNF","MN",2,2011,"GT","","2/18/11","2/7/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",8,"S","",NA,"",">",32,"R","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S",">",16,"R","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15427","11MN02GT04","S","Salmonella","N29338","YES","","Typhimurium","","11MN02GT04-S","4/14/11","CMV2AGNF","MN",2,2011,"GT","","2/18/11","2/7/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",8,"S","",NA,"",">",32,"R","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S",">",16,"R","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15429","11MN02GT09","S","Salmonella","N29339","YES","","Hadar","","11MN02GT09-S","4/14/11","CMV2AGNF","MN",2,2011,"GT","","2/28/11","2/14/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",16,"I","",NA,"",">",32,"R","<=",0.06,"S","<=",0.25,"S","=",4,"S","",NA,"","=",0.5,"S","=",0.06,NA,"",NA,"","=",1,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","<=",0.06,NA,"=",0.125,"S","",NA,"","",NA,"","",NA,"","=",0.5,"S","",NA,"",">",256,"R","",NA,"","=",2,"S","=",1,"S","=",0.25,"S",">",64,"R","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","=",128,"R","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15432","11MN03GT01","S","Salmonella","N29340","YES","","Saintpaul","","11MN03GT01-S","4/14/11","CMV2AGNF","MN",3,2011,"GT","","3/14/11","3/7/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",8,"S","",NA,"",">",32,"R","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15433","11MN03GT02","S","Salmonella","N29341","YES","","Heidelberg","","11MN03GT02-S","4/14/11","CMV2AGNF","MN",3,2011,"GT","","3/14/11","3/7/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",8,"S","",NA,"",">",32,"R","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S",">",16,"R","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15439","11MN05GT03","S","Salmonella","N30663","YES","","Senftenberg","","11MN05GT03-S","7/22/11","CMV2AGNF","MN",5,2011,"GT","","5/9/11","5/2/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",32,"R","",NA,"",">",32,"R","=",4,"S","=",16,"R","=",4,"S","",NA,"","=",32,"R","=",8,NA,"",NA,"","=",0.5,NA,">",32,"R","<=",0.015,"S","",NA,"","=",0.25,"S","=",8,NA,"=",16,"R","",NA,"","",NA,"","",NA,"","=",0.25,"S","",NA,"",">",256,"R","",NA,"","=",32,"R","=",0.5,"S","=",0.25,"S","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"","<=",4,"S","",NA,"",">",8,"R","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"R"
"15443","11MN06CB07","S","Salmonella","N30664","YES","","Typhimurium","","11MN06CB07-S","7/22/11","CMV2AGNF","MN",6,2011,"CB","","6/23/11","6/20/11","","NO","NO","","FDA","Retail Chickens","Chickens","","<=",1,"S","",NA,"","<=",1,"S","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15445","11MN06GT02","S","Salmonella","N30665","YES","","Heidelberg","","11MN06GT02-S","7/22/11","CMV2AGNF","MN",6,2011,"GT","","6/14/11","6/6/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","",">",32,"R","",NA,"",">",32,"R","=",16,"R","=",64,"R","=",16,"S","",NA,"","=",64,"R","=",32,NA,"",NA,"","=",2,NA,"=",32,"R","<=",0.015,"S","",NA,"",">",4,"R","=",32,NA,"=",64,"R","",NA,"","",NA,"","",NA,"","=",1,"S","",NA,"",">",256,"R","",NA,"",">",32,"R",">",16,"R","=",0.25,"S",">",64,"R","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","=",128,"R","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"",">",8,"R","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"R"
"15453","11MN09CB03","S","Salmonella","N32752","YES","","Enteritidis","","11MN09CB03-S","11/2/11","CMV2AGNF","MN",9,2011,"CB","","9/13/11","9/12/11","","NO","NO","","FDA","Retail Chickens","Chickens","","<=",1,"S","",NA,"","<=",1,"S","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",4,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15454","11MN09CB04","S","Salmonella","N32753","YES","","Kentucky","","11MN09CB04-S","11/2/11","CMV2AGNF","MN",9,2011,"CB","","9/17/11","9/12/11","","NO","NO","","FDA","Retail Chickens","Chickens","","=",32,"R","",NA,"",">",32,"R","=",8,"I","=",16,"R","=",4,"S","",NA,"","=",32,"R","=",16,NA,"",NA,"","=",0.5,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","=",16,NA,"=",16,"R","",NA,"","",NA,"","",NA,"","=",0.5,"S","",NA,"","=",32,"S","",NA,"","=",32,"R","=",0.5,"S","=",0.25,"S","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","=",8,"S","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"",">",8,"R","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"R"
"15457","11MN09GT01","S","Salmonella","N32754","YES","","Heidelberg","","11MN09GT01-S","11/2/11","CMV2AGNF","MN",9,2011,"GT","","9/23/11","9/12/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",8,"S","",NA,"",">",32,"R","<=",0.06,"S","<=",0.25,"S","=",4,"S","",NA,"","=",0.5,"S","=",0.06,NA,"",NA,"","=",0.125,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","<=",0.06,NA,"<=",0.06,"S","",NA,"","",NA,"","",NA,"","=",0.125,"S","",NA,"","=",32,"S","",NA,"","=",2,"S",">",16,"R","=",0.25,"S","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15458","11MN09GT03","S","Salmonella","N32755","YES","","Senftenberg","","11MN09GT03-S","11/2/11","CMV2AGNF","MN",9,2011,"GT","","9/23/11","9/12/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",16,"I","",NA,"",">",32,"R","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",16,"S","",NA,"","=",8,"S","=",16,"R","",NA,"","=",64,"R","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15459","11MN09GT09","S","Salmonella","N32756","YES","","Heidelberg","","11MN09GT09-S","11/2/11","CMV2AGNF","MN",9,2011,"GT","","10/9/11","9/26/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","",">",32,"R","",NA,"",">",32,"R","=",8,"I","=",32,"R","=",4,"S","",NA,"","=",32,"R","=",16,NA,"",NA,"","=",0.5,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","=",16,NA,"=",16,"R","",NA,"","",NA,"","",NA,"","=",0.5,"S","",NA,"","<=",16,"S","",NA,"",">",32,"R","=",0.5,"S","=",0.25,"S",">",64,"R","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","=",8,"S","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"",">",8,"R","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"R"
"15465","11MN10CB09","S","Salmonella","N37917","YES","","Kentucky","","11MN10CB09-S","1/25/12","CMV2AGNF","MN",10,2011,"CB","","10/29/11","10/24/11","","YES","NO","","FDA","Retail Chickens","Chickens","","=",4,"S","",NA,"","<=",1,"S","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"",">",4,"R","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",256,"R","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15466","11MN10GT01","S","Salmonella","N37918","YES","","Berta","","11MN10GT01-S","1/25/12","CMV2AGNF","MN",10,2011,"GT","","10/17/11","10/10/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","",NA,"","<=",1,"S","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",16,"S","",NA,"","=",4,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15468","11MN11CB08","S","Salmonella","N37919","YES","","Kentucky","","11MN11CB08-S","1/25/12","CMV2AGNF","MN",11,2011,"CB","","11/18/11","11/14/11","","NO","NO","","FDA","Retail Chickens","Chickens","","<=",1,"S","",NA,"","=",2,"S","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",16,"S","",NA,"","=",4,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",2,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15470","11MN11CB09","S","Salmonella","N37920","YES","","Enteritidis","","11MN11CB09-S","1/25/12","CMV2AGNF","MN",11,2011,"CB","CUT/ GROUND","11/14/11","11/14/11","","NO","NO","","FDA","Retail Chickens","Chickens","CUT/GROUND","=",2,"S","",NA,"","<=",1,"S","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",16,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15476","11NM01CB03","S","Salmonella","N29365","YES","","Heidelberg","","11NM01CB03-S","4/27/11","CMV2AGNF","NM",1,2011,"CB","","1/28/11","1/24/11","","NO","NO","","FDA","Retail Chickens","Chickens","","<=",1,"S","",NA,"","<=",1,"S","",NA,"","<=",0.25,"S","=",8,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",4,"S","=",1,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15480","11NM01CB08","S","Salmonella","N29367","YES","","Litchfield","","11NM01CB08-S","4/27/11","CMV2AGNF","NM",1,2011,"CB","","1/30/11","1/24/11","","NO","NO","","FDA","Retail Chickens","Chickens","","<=",1,"S","",NA,"","<=",1,"S","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15484","11NM01GT05","S","Salmonella","N29368","YES","","Heidelberg","","11NM01GT05-S","4/27/11","CMV2AGNF","NM",1,2011,"GT","","1/28/11","1/24/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",16,"I","",NA,"",">",32,"R","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S",">",16,"R","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15485","11NM01GT06","S","Salmonella","N29369","YES","","Saintpaul","","11NM01GT06-S","4/27/11","CMV2AGNF","NM",1,2011,"GT","","1/29/11","1/24/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",8,"S","",NA,"",">",32,"R","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15486","11NM02CB04","S","Salmonella","N29370","YES","","Kentucky","","11NM02CB04-S","4/27/11","CMV2AGNF","NM",2,2011,"CB","CUT/ GROUND","3/6/11","2/28/11","","NO","NO","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","",NA,"","<=",1,"S","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"15491","11NM02GT04","S","Salmonella","N29371","YES","","Hadar","","11NM02GT04-S","4/27/11","CMV2AGNF","NM",2,2011,"GT","","","2/28/11","","NO","NO","","FDA","Retail Ground Turkey","Turkeys","","=",16,"I","",NA,"",">",32,"R","",NA,"","<=",0.25,"S","=",4,"S","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"",">",64,"R","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
